,player_win,player_loss,push,win_push,total_hands,win_pct,win_push_pct,doubles_won,doubles_lost,doubles_won_pct,player_bj,dealer_bj,dealer_ten,dealer_bust,dealer_draw,dealer_21_draw,dealer_ten_pct,dealer_bust_pct,dealer_draw_pct,dealer_21_draw_pct,dealer_avg_hand,num_of_shuffles,shuffle_method
0,23,22,0,23,45,0.511,0.511,3,1,0.75,2,1,11,15,11,4,0.244,0.333,0.244,0.089,17.673,63,3
0,17,26,3,20,46,0.37,0.435,4,2,0.667,2,1,14,11,12,4,0.304,0.239,0.261,0.087,17.675,64,3
0,23,16,5,28,44,0.523,0.636,6,0,1,4,2,15,13,12,3,0.341,0.295,0.273,0.068,17.664,65,3
0,16,27,3,19,46,0.348,0.413,2,2,0.5,2,4,12,6,13,2,0.261,0.13,0.283,0.043,17.655,66,3
0,19,24,3,22,46,0.413,0.478,2,3,0.4,4,2,13,9,13,3,0.283,0.196,0.283,0.065,17.657,67,3
0,21,21,5,26,47,0.447,0.553,2,2,0.5,0,4,13,9,13,2,0.277,0.191,0.277,0.043,17.663,68,3
0,24,20,1,25,45,0.533,0.556,2,2,0.5,3,0,11,13,11,0,0.244,0.289,0.244,0,17.667,69,3
0,17,25,2,19,44,0.386,0.432,2,1,0.667,1,2,9,9,16,2,0.205,0.205,0.364,0.045,17.669,70,3
0,23,16,4,27,43,0.535,0.628,4,1,0.8,2,2,14,15,12,2,0.326,0.349,0.279,0.047,17.669,71,3
0,23,19,3,26,45,0.511,0.578,3,4,0.429,5,2,15,13,12,0,0.333,0.289,0.267,0,17.674,72,3
0,18,24,6,24,48,0.375,0.5,3,3,0.5,2,2,14,8,18,7,0.292,0.167,0.375,0.146,17.681,73,3
0,22,21,2,24,45,0.489,0.533,2,3,0.4,2,1,17,10,12,1,0.378,0.222,0.267,0.022,17.682,74,3
0,19,24,1,20,44,0.432,0.455,1,2,0.333,4,3,15,12,6,1,0.341,0.273,0.136,0.023,17.677,75,3
0,20,23,1,21,44,0.455,0.477,1,5,0.167,2,3,15,7,12,1,0.341,0.159,0.273,0.023,17.678,76,3
0,16,23,5,21,44,0.364,0.477,2,0,1,2,2,9,10,14,3,0.205,0.227,0.318,0.068,17.667,77,3
0,17,25,2,19,44,0.386,0.432,0,2,0,3,5,18,9,13,3,0.409,0.205,0.295,0.068,17.661,78,3
0,20,23,3,23,46,0.435,0.5,2,2,0.5,2,3,12,13,11,2,0.261,0.283,0.239,0.043,17.645,79,3
0,18,20,6,24,44,0.409,0.545,1,1,0.5,1,1,9,11,14,2,0.205,0.25,0.318,0.045,17.648,80,3
0,22,18,5,27,45,0.489,0.6,4,1,0.8,1,4,10,14,12,3,0.222,0.311,0.267,0.067,17.652,81,3
0,25,15,5,30,45,0.556,0.667,3,2,0.6,2,1,15,12,15,2,0.333,0.267,0.333,0.044,17.656,82,3
0,24,17,4,28,45,0.533,0.622,4,0,1,2,2,13,13,15,4,0.289,0.289,0.333,0.089,17.656,83,3
0,15,26,7,22,48,0.312,0.458,4,3,0.571,1,0,15,8,16,4,0.312,0.167,0.333,0.083,17.662,84,3
0,27,14,5,32,46,0.587,0.696,1,1,0.5,4,0,15,11,13,1,0.326,0.239,0.283,0.022,17.657,85,3
0,22,20,3,25,45,0.489,0.556,2,2,0.5,1,3,12,10,19,2,0.267,0.222,0.422,0.044,17.651,86,3
0,17,18,10,27,45,0.378,0.6,1,3,0.25,2,2,12,10,16,4,0.267,0.222,0.356,0.089,17.657,87,3
0,17,24,5,22,46,0.37,0.478,1,3,0.25,2,3,14,13,13,3,0.304,0.283,0.283,0.065,17.656,88,3
0,23,26,2,25,51,0.451,0.49,2,4,0.333,2,3,19,10,16,1,0.373,0.196,0.314,0.02,17.658,89,3
0,20,22,5,25,47,0.426,0.532,1,2,0.333,2,1,13,10,8,0,0.277,0.213,0.17,0,17.659,90,3
0,15,26,7,22,48,0.312,0.458,2,5,0.286,2,2,17,6,16,5,0.354,0.125,0.333,0.104,17.666,91,3
0,14,29,3,17,46,0.304,0.37,1,2,0.333,0,2,17,7,14,3,0.37,0.152,0.304,0.065,17.668,92,3
0,21,19,4,25,44,0.477,0.568,5,0,1,0,3,16,12,14,2,0.364,0.273,0.318,0.045,17.668,93,3
0,21,23,2,23,46,0.457,0.5,2,3,0.4,1,1,13,10,18,2,0.283,0.217,0.391,0.043,17.667,94,3
0,24,20,3,27,47,0.511,0.574,4,3,0.571,4,3,15,7,13,1,0.319,0.149,0.277,0.021,17.66,95,3
0,21,20,4,25,45,0.467,0.556,3,1,0.75,1,1,9,11,12,4,0.2,0.244,0.267,0.089,17.665,96,3
0,24,20,3,27,47,0.511,0.574,5,3,0.625,2,0,11,12,10,2,0.234,0.255,0.213,0.043,17.933,1,5
0,19,25,0,19,44,0.432,0.432,3,1,0.75,4,3,11,12,8,1,0.25,0.273,0.182,0.023,17.517,2,5
0,25,18,6,31,49,0.51,0.633,6,2,0.75,2,1,15,15,12,6,0.306,0.306,0.245,0.122,17.65,3,5
0,21,17,7,28,45,0.467,0.622,2,3,0.4,2,0,13,9,15,1,0.289,0.2,0.333,0.022,17.591,4,5
0,16,22,8,24,46,0.348,0.522,2,1,0.667,3,3,12,9,16,5,0.261,0.196,0.348,0.109,17.662,5,5
0,17,26,1,18,44,0.386,0.409,2,0,1,4,0,17,5,9,2,0.386,0.114,0.205,0.045,17.48,6,5
0,18,28,3,21,49,0.367,0.429,3,3,0.5,0,4,16,9,13,1,0.327,0.184,0.265,0.02,17.614,7,5
0,25,16,3,28,44,0.568,0.636,5,0,1,2,1,8,15,14,3,0.182,0.341,0.318,0.068,17.598,8,5
0,19,22,3,22,44,0.432,0.5,5,0,1,0,4,15,12,11,4,0.341,0.273,0.25,0.091,17.619,9,5
0,17,24,5,22,46,0.37,0.478,1,1,0.5,1,2,16,9,15,4,0.348,0.196,0.326,0.087,17.599,10,5
0,20,22,3,23,45,0.444,0.511,2,4,0.333,2,2,17,8,13,2,0.378,0.178,0.289,0.044,17.561,11,5
0,18,23,4,22,45,0.4,0.489,2,1,0.667,2,3,18,6,17,2,0.4,0.133,0.378,0.044,17.599,12,5
0,21,22,3,24,46,0.457,0.522,4,4,0.5,4,1,14,9,16,4,0.304,0.196,0.348,0.087,17.613,13,5
0,19,20,6,25,45,0.422,0.556,4,2,0.667,0,2,19,8,15,0,0.422,0.178,0.333,0,17.649,14,5
0,16,24,7,23,47,0.34,0.489,1,3,0.25,2,1,15,10,16,2,0.319,0.213,0.34,0.043,17.709,15,5
0,23,17,7,30,47,0.489,0.638,4,1,0.8,1,3,12,9,13,1,0.255,0.191,0.277,0.021,17.747,16,5
0,19,22,5,24,46,0.413,0.522,3,2,0.6,4,4,14,9,10,0,0.304,0.196,0.217,0,17.697,17,5
0,22,21,5,27,48,0.458,0.562,2,2,0.5,5,1,16,6,25,5,0.333,0.125,0.521,0.104,17.683,18,5
0,20,22,1,21,43,0.465,0.488,4,3,0.571,0,1,11,14,14,5,0.256,0.326,0.326,0.116,17.695,19,5
0,22,20,1,23,43,0.512,0.535,5,2,0.714,4,0,12,9,16,1,0.279,0.209,0.372,0.023,17.675,20,5
0,21,23,2,23,46,0.457,0.5,4,2,0.667,3,1,12,9,10,0,0.261,0.196,0.217,0,17.644,21,5
0,20,24,1,21,45,0.444,0.467,3,2,0.6,0,3,11,10,16,2,0.244,0.222,0.356,0.044,17.66,22,5
0,28,17,2,30,47,0.596,0.638,5,0,1,5,3,12,11,10,1,0.255,0.234,0.213,0.021,17.622,23,5
0,20,26,2,22,48,0.417,0.458,2,2,0.5,4,1,14,11,14,4,0.292,0.229,0.292,0.083,17.571,24,5
0,21,22,4,25,47,0.447,0.532,2,3,0.4,3,1,16,9,15,6,0.34,0.191,0.319,0.128,17.566,25,5
0,13,25,7,20,45,0.289,0.444,1,6,0.143,3,3,18,5,13,3,0.4,0.111,0.289,0.067,17.55,26,5
0,23,18,4,27,45,0.511,0.6,1,3,0.25,4,1,18,9,18,4,0.4,0.2,0.4,0.089,17.546,27,5
0,15,25,6,21,46,0.326,0.457,1,2,0.333,1,5,20,6,12,3,0.435,0.13,0.261,0.065,17.581,28,5
0,20,20,7,27,47,0.426,0.574,1,5,0.167,3,0,15,7,15,1,0.319,0.149,0.319,0.021,17.608,29,5
0,16,24,6,22,46,0.348,0.478,5,1,0.833,1,2,15,11,14,3,0.326,0.239,0.304,0.065,17.633,30,5
0,21,21,3,24,45,0.467,0.533,2,2,0.5,5,1,11,13,11,1,0.244,0.289,0.244,0.022,17.637,31,5
0,21,20,6,27,47,0.447,0.574,5,3,0.625,1,3,19,11,15,4,0.404,0.234,0.319,0.085,17.652,32,5
0,25,20,4,29,49,0.51,0.592,6,2,0.75,1,2,10,12,11,0,0.204,0.245,0.224,0,17.646,33,5
0,19,21,4,23,44,0.432,0.523,2,0,1,2,2,11,11,13,1,0.25,0.25,0.295,0.023,17.643,34,5
0,14,25,5,19,44,0.318,0.432,3,1,0.75,1,1,14,8,17,4,0.318,0.182,0.386,0.091,17.65,35,5
0,20,23,4,24,47,0.426,0.511,7,1,0.875,3,2,13,10,12,3,0.277,0.213,0.255,0.064,17.635,36,5
0,18,23,4,22,45,0.4,0.489,2,1,0.667,4,3,13,10,16,4,0.289,0.222,0.356,0.089,17.622,37,5
0,24,16,5,29,45,0.533,0.644,7,3,0.7,1,1,13,7,14,4,0.289,0.156,0.311,0.089,17.635,38,5
0,19,18,6,25,43,0.442,0.581,2,0,1,1,2,15,10,11,1,0.349,0.233,0.256,0.023,17.629,39,5
0,17,31,3,20,51,0.333,0.392,2,4,0.333,1,7,10,10,16,2,0.196,0.196,0.314,0.039,17.625,40,5
0,25,20,1,26,46,0.543,0.565,3,1,0.75,1,1,12,16,12,2,0.261,0.348,0.261,0.043,17.623,41,5
0,21,22,4,25,47,0.447,0.532,3,2,0.6,0,2,17,15,9,0,0.362,0.319,0.191,0,17.635,42,5
0,14,28,5,19,47,0.298,0.404,1,3,0.25,0,2,13,5,15,4,0.277,0.106,0.319,0.085,17.639,43,5
0,22,17,6,28,45,0.489,0.622,4,4,0.5,3,1,18,15,11,3,0.4,0.333,0.244,0.067,17.653,44,5
0,20,24,1,21,45,0.444,0.467,1,3,0.25,0,4,13,13,18,3,0.289,0.289,0.4,0.067,17.656,45,5
0,24,22,4,28,50,0.48,0.56,4,3,0.571,1,4,13,12,14,3,0.26,0.24,0.28,0.06,17.66,46,5
0,15,28,5,20,48,0.312,0.417,3,1,0.75,2,3,9,7,15,3,0.188,0.146,0.312,0.062,17.66,47,5
0,18,30,3,21,51,0.353,0.412,4,0,1,1,2,7,8,17,3,0.137,0.157,0.333,0.059,17.664,48,5
0,23,16,6,29,45,0.511,0.644,2,2,0.5,3,2,11,15,12,3,0.244,0.333,0.267,0.067,17.673,49,5
0,19,21,5,24,45,0.422,0.533,4,2,0.667,2,3,13,8,17,5,0.289,0.178,0.378,0.111,17.681,50,5
0,22,17,6,28,45,0.489,0.622,4,1,0.8,2,3,20,7,14,1,0.444,0.156,0.311,0.022,17.679,51,5
0,17,22,6,23,45,0.378,0.511,3,2,0.6,1,3,15,7,16,2,0.333,0.156,0.356,0.044,17.677,52,5
0,17,27,3,20,47,0.362,0.426,1,6,0.143,4,5,13,6,11,0,0.277,0.128,0.234,0,17.667,53,5
0,21,20,3,24,44,0.477,0.545,1,2,0.333,1,2,10,14,12,3,0.227,0.318,0.273,0.068,17.653,54,5
0,17,21,10,27,48,0.354,0.562,1,5,0.167,2,1,11,10,18,4,0.229,0.208,0.375,0.083,17.66,55,5
0,15,28,2,17,45,0.333,0.378,3,3,0.5,1,2,14,7,14,2,0.311,0.156,0.311,0.044,17.661,56,5
0,21,24,2,23,47,0.447,0.489,3,3,0.5,2,5,14,7,14,3,0.298,0.149,0.298,0.064,17.66,57,5
0,17,24,5,22,46,0.37,0.478,0,6,0,3,2,15,8,14,0,0.326,0.174,0.304,0,17.655,58,5
0,20,23,3,23,46,0.435,0.5,4,4,0.5,2,1,11,11,15,7,0.239,0.239,0.326,0.152,17.656,59,5
0,15,23,7,22,45,0.333,0.489,0,2,0,5,1,12,7,13,1,0.267,0.156,0.289,0.022,17.643,60,5
0,22,19,5,27,46,0.478,0.587,6,4,0.6,0,2,12,9,15,1,0.261,0.196,0.326,0.022,17.645,61,5
0,21,18,5,26,44,0.477,0.591,3,4,0.429,5,2,16,9,13,3,0.364,0.205,0.295,0.068,17.63,62,5
0,19,25,5,24,49,0.388,0.49,3,1,0.75,7,1,14,9,14,3,0.286,0.184,0.286,0.061,17.612,63,5
0,19,24,1,20,44,0.432,0.455,3,3,0.5,0,2,9,14,14,4,0.205,0.318,0.318,0.091,17.624,64,5
0,17,22,7,24,46,0.37,0.522,4,1,0.8,0,2,16,8,19,5,0.348,0.174,0.413,0.109,17.638,65,5
0,20,23,2,22,45,0.444,0.489,4,3,0.571,2,5,11,11,12,1,0.244,0.244,0.267,0.022,17.643,66,5
0,22,22,1,23,45,0.489,0.511,4,1,0.8,1,1,10,15,14,4,0.222,0.333,0.311,0.089,17.646,67,5
0,17,21,5,22,43,0.395,0.512,6,4,0.6,1,4,12,12,12,3,0.279,0.279,0.279,0.07,17.65,68,5
0,18,24,4,22,46,0.391,0.478,0,2,0,1,2,11,8,17,3,0.239,0.174,0.37,0.065,17.655,69,5
0,20,22,4,24,46,0.435,0.522,3,5,0.375,2,2,20,12,12,3,0.435,0.261,0.261,0.065,17.657,70,5
0,23,19,3,26,45,0.511,0.578,4,2,0.667,1,5,12,12,12,1,0.267,0.267,0.267,0.022,17.659,71,5
0,25,18,4,29,47,0.532,0.617,6,3,0.667,2,5,9,16,12,3,0.191,0.34,0.255,0.064,17.659,72,5
0,22,24,0,22,46,0.478,0.478,3,2,0.6,3,3,13,10,13,2,0.283,0.217,0.283,0.043,17.652,73,5
0,15,29,3,18,47,0.319,0.383,3,5,0.375,2,2,18,5,15,7,0.383,0.106,0.319,0.149,17.649,74,5
0,21,23,0,21,44,0.477,0.477,3,4,0.429,3,2,12,13,16,3,0.273,0.295,0.364,0.068,17.639,75,5
0,17,24,2,19,43,0.395,0.442,3,5,0.375,0,4,6,10,17,3,0.14,0.233,0.395,0.07,17.652,76,5
0,15,30,0,15,45,0.333,0.333,3,2,0.6,3,5,21,9,15,2,0.467,0.2,0.333,0.044,17.647,77,5
0,23,21,1,24,45,0.511,0.533,1,2,0.333,5,2,17,8,12,2,0.378,0.178,0.267,0.044,17.637,78,5
0,18,18,7,25,43,0.419,0.581,2,3,0.4,1,3,14,10,16,3,0.326,0.233,0.372,0.07,17.644,79,5
0,18,22,7,25,47,0.383,0.532,3,2,0.6,2,4,10,10,16,3,0.213,0.213,0.34,0.064,17.641,80,5
0,21,18,5,26,44,0.477,0.591,3,3,0.5,1,1,13,13,13,2,0.295,0.295,0.295,0.045,17.629,81,5
0,18,26,4,22,48,0.375,0.458,1,5,0.167,2,1,18,9,15,2,0.375,0.188,0.312,0.042,17.636,82,5
0,17,24,3,20,44,0.386,0.455,2,5,0.286,2,3,11,6,17,6,0.25,0.136,0.386,0.136,17.641,83,5
0,19,23,4,23,46,0.413,0.5,4,2,0.667,1,6,21,7,12,2,0.457,0.152,0.261,0.043,17.637,84,5
0,24,19,1,25,44,0.545,0.568,7,1,0.875,3,3,16,13,8,0,0.364,0.295,0.182,0,17.635,85,5
0,18,25,4,22,47,0.383,0.468,1,2,0.333,5,2,13,11,13,3,0.277,0.234,0.277,0.064,17.629,86,5
0,23,17,5,28,45,0.511,0.622,4,3,0.571,2,1,16,12,15,1,0.356,0.267,0.333,0.022,17.634,87,5
0,19,24,3,22,46,0.413,0.478,3,0,1,2,0,19,9,14,1,0.413,0.196,0.304,0.022,17.634,88,5
0,18,18,9,27,45,0.4,0.6,2,3,0.4,0,2,15,11,12,0,0.333,0.244,0.267,0,17.639,89,5
0,17,27,6,23,50,0.34,0.46,1,4,0.2,2,6,13,7,17,4,0.26,0.14,0.34,0.08,17.641,90,5
0,14,22,10,24,46,0.304,0.522,3,2,0.6,4,2,12,3,17,7,0.261,0.065,0.37,0.152,17.641,91,5
0,25,19,2,27,46,0.543,0.587,3,1,0.75,2,3,17,7,15,3,0.37,0.152,0.326,0.065,17.648,92,5
0,15,27,4,19,46,0.326,0.413,2,2,0.5,0,3,17,7,12,3,0.37,0.152,0.261,0.065,17.651,93,5
0,22,16,5,27,43,0.512,0.628,6,1,0.857,1,3,10,14,15,4,0.233,0.326,0.349,0.093,17.657,94,5
0,12,33,4,16,49,0.245,0.327,1,4,0.2,3,2,11,7,16,3,0.224,0.143,0.327,0.061,17.659,95,5
0,16,25,3,19,44,0.364,0.432,2,2,0.5,2,1,17,8,19,1,0.386,0.182,0.432,0.023,17.662,96,5
0,14,24,8,22,46,0.304,0.478,2,1,0.667,0,2,17,9,10,2,0.37,0.196,0.217,0.043,17.938,1,5
0,17,25,2,19,44,0.386,0.432,7,1,0.875,1,3,10,11,16,5,0.227,0.25,0.364,0.114,17.839,2,5
0,25,20,4,29,49,0.51,0.592,4,2,0.667,3,1,9,10,13,2,0.184,0.204,0.265,0.041,17.545,3,5
0,19,25,2,21,46,0.413,0.457,2,2,0.5,1,2,12,11,14,5,0.261,0.239,0.304,0.109,17.816,4,5
0,21,23,5,26,49,0.429,0.531,1,2,0.333,1,5,12,12,13,2,0.245,0.245,0.265,0.041,17.779,5,5
0,21,21,4,25,46,0.457,0.543,4,1,0.8,2,1,13,10,17,8,0.283,0.217,0.37,0.174,17.673,6,5
0,16,25,3,19,44,0.364,0.432,4,1,0.8,1,1,13,9,16,6,0.295,0.205,0.364,0.136,17.698,7,5
0,21,23,2,23,46,0.457,0.5,3,3,0.5,1,5,13,12,10,4,0.283,0.261,0.217,0.087,17.694,8,5
0,19,18,8,27,45,0.422,0.6,4,0,1,0,1,14,13,10,3,0.311,0.289,0.222,0.067,17.744,9,5
0,22,17,6,28,45,0.489,0.622,3,1,0.75,5,3,17,14,11,3,0.378,0.311,0.244,0.067,17.768,10,5
0,15,29,2,17,46,0.326,0.37,4,0,1,1,1,15,6,15,2,0.326,0.13,0.326,0.043,17.653,11,5
0,14,27,6,20,47,0.298,0.426,4,4,0.5,1,2,17,7,13,4,0.362,0.149,0.277,0.085,17.702,12,5
0,15,28,3,18,46,0.326,0.391,1,4,0.2,4,5,12,6,15,3,0.261,0.13,0.326,0.065,17.759,13,5
0,21,24,3,24,48,0.438,0.5,7,4,0.636,4,4,18,10,11,4,0.375,0.208,0.229,0.083,17.747,14,5
0,28,12,5,33,45,0.622,0.733,4,4,0.5,2,1,18,15,11,1,0.4,0.333,0.244,0.022,17.757,15,5
0,18,25,3,21,46,0.391,0.457,1,4,0.2,3,4,18,8,16,1,0.391,0.174,0.348,0.022,17.729,16,5
0,20,20,5,25,45,0.444,0.556,3,2,0.6,0,2,15,11,15,3,0.333,0.244,0.333,0.067,17.743,17,5
0,20,21,4,24,45,0.444,0.533,2,3,0.4,3,3,13,11,13,1,0.289,0.244,0.289,0.022,17.697,18,5
0,19,23,4,23,46,0.413,0.5,0,5,0,2,2,16,8,18,4,0.348,0.174,0.391,0.087,17.706,19,5
0,26,16,6,32,48,0.542,0.667,6,2,0.75,2,3,15,14,13,0,0.312,0.292,0.271,0,17.718,20,5
0,21,20,4,25,45,0.467,0.556,2,1,0.667,1,1,17,12,13,2,0.378,0.267,0.289,0.044,17.733,21,5
0,24,17,4,28,45,0.533,0.622,2,2,0.5,1,1,13,9,16,2,0.289,0.2,0.356,0.044,17.73,22,5
0,17,23,7,24,47,0.362,0.511,1,2,0.333,3,2,16,6,12,4,0.34,0.128,0.255,0.085,17.674,23,5
0,20,22,5,25,47,0.426,0.532,4,4,0.5,3,2,9,9,12,3,0.191,0.191,0.255,0.064,17.664,24,5
0,21,20,6,27,47,0.447,0.574,5,3,0.625,3,4,11,8,15,0,0.234,0.17,0.319,0,17.672,25,5
0,24,22,1,25,47,0.511,0.532,4,5,0.444,1,2,11,15,7,1,0.234,0.319,0.149,0.021,17.65,26,5
0,15,27,2,17,44,0.341,0.386,2,2,0.5,0,3,12,10,13,1,0.273,0.227,0.295,0.023,17.679,27,5
0,17,24,6,23,47,0.362,0.489,2,2,0.5,0,2,12,6,17,4,0.255,0.128,0.362,0.085,17.717,28,5
0,29,13,5,34,47,0.617,0.723,3,1,0.75,5,1,12,19,9,2,0.255,0.404,0.191,0.043,17.718,29,5
0,17,28,2,19,47,0.362,0.404,5,1,0.833,1,2,16,8,13,2,0.34,0.17,0.277,0.043,17.717,30,5
0,25,15,3,28,43,0.581,0.651,6,1,0.857,1,0,11,15,10,3,0.256,0.349,0.233,0.07,17.7,31,5
0,22,25,1,23,48,0.458,0.479,6,5,0.545,1,3,8,15,15,2,0.167,0.312,0.312,0.042,17.709,32,5
0,22,21,3,25,46,0.478,0.543,3,3,0.5,1,4,17,12,12,4,0.37,0.261,0.261,0.087,17.691,33,5
0,23,18,3,26,44,0.523,0.591,0,1,0,4,0,17,9,14,5,0.386,0.205,0.318,0.114,17.683,34,5
0,17,26,2,19,45,0.378,0.422,3,2,0.6,1,2,18,11,15,5,0.4,0.244,0.333,0.111,17.698,35,5
0,15,27,2,17,44,0.341,0.386,3,2,0.6,2,2,12,9,11,3,0.273,0.205,0.25,0.068,17.685,36,5
0,12,24,8,20,44,0.273,0.455,2,1,0.667,0,1,14,8,14,4,0.318,0.182,0.318,0.091,17.675,37,5
0,17,26,3,20,46,0.37,0.435,3,3,0.5,1,0,14,8,21,3,0.304,0.174,0.457,0.065,17.694,38,5
0,29,16,3,32,48,0.604,0.667,5,4,0.556,2,0,11,15,8,1,0.229,0.312,0.167,0.021,17.678,39,5
0,18,25,2,20,45,0.4,0.444,1,1,0.5,0,2,14,8,20,7,0.311,0.178,0.444,0.156,17.688,40,5
0,23,24,3,26,50,0.46,0.52,3,5,0.375,1,0,11,11,15,3,0.22,0.22,0.3,0.06,17.699,41,5
0,22,22,2,24,46,0.478,0.522,6,3,0.667,3,1,20,12,16,3,0.435,0.261,0.348,0.065,17.716,42,5
0,23,20,2,25,45,0.511,0.556,4,2,0.667,3,2,15,15,10,5,0.333,0.333,0.222,0.111,17.734,43,5
0,25,19,1,26,45,0.556,0.578,5,2,0.714,1,2,15,14,12,3,0.333,0.311,0.267,0.067,17.724,44,5
0,17,29,1,18,47,0.362,0.383,2,3,0.4,2,7,15,7,16,2,0.319,0.149,0.34,0.043,17.737,45,5
0,20,24,2,22,46,0.435,0.478,5,3,0.625,2,2,17,12,11,4,0.37,0.261,0.239,0.087,17.719,46,5
0,14,27,5,19,46,0.304,0.413,2,0,1,2,5,16,8,14,4,0.348,0.174,0.304,0.087,17.729,47,5
0,19,23,6,25,48,0.396,0.521,2,2,0.5,3,4,21,7,14,0,0.438,0.146,0.292,0,17.724,48,5
0,21,22,3,24,46,0.457,0.522,1,1,0.5,4,4,13,10,17,2,0.283,0.217,0.37,0.043,17.73,49,5
0,16,21,9,25,46,0.348,0.543,4,1,0.8,0,4,12,8,16,3,0.261,0.174,0.348,0.065,17.737,50,5
0,19,23,4,23,46,0.413,0.5,1,3,0.25,2,4,12,9,13,5,0.261,0.196,0.283,0.109,17.731,51,5
0,27,19,2,29,48,0.562,0.604,3,3,0.5,3,0,12,11,16,2,0.25,0.229,0.333,0.042,17.733,52,5
0,21,19,6,27,46,0.457,0.587,0,2,0,3,1,17,12,11,2,0.37,0.261,0.239,0.043,17.736,53,5
0,11,28,6,17,45,0.244,0.378,2,4,0.333,2,3,17,4,19,4,0.378,0.089,0.422,0.089,17.737,54,5
0,17,27,5,22,49,0.347,0.449,1,2,0.333,0,3,14,11,15,3,0.286,0.224,0.306,0.061,17.745,55,5
0,18,24,3,21,45,0.4,0.467,2,1,0.667,3,2,15,10,11,2,0.333,0.222,0.244,0.044,17.752,56,5
0,22,21,1,23,44,0.5,0.523,6,2,0.75,4,0,9,10,15,2,0.205,0.227,0.341,0.045,17.738,57,5
0,22,17,6,28,45,0.489,0.622,5,1,0.833,2,5,11,10,14,1,0.244,0.222,0.311,0.022,17.743,58,5
0,17,25,2,19,44,0.386,0.432,1,4,0.2,1,2,10,13,13,2,0.227,0.295,0.295,0.045,17.747,59,5
0,21,19,5,26,45,0.467,0.578,3,1,0.75,5,2,12,11,12,1,0.267,0.244,0.267,0.022,17.746,60,5
0,23,21,2,25,46,0.5,0.543,2,2,0.5,0,3,14,16,11,1,0.304,0.348,0.239,0.022,17.744,61,5
0,21,21,6,27,48,0.438,0.562,6,0,1,5,1,12,8,18,3,0.25,0.167,0.375,0.062,17.741,62,5
0,19,19,6,25,44,0.432,0.568,4,1,0.8,2,1,12,9,13,1,0.273,0.205,0.295,0.023,17.752,63,5
0,27,17,2,29,46,0.587,0.63,2,0,1,2,1,11,16,11,3,0.239,0.348,0.239,0.065,17.744,64,5
0,19,18,6,25,43,0.442,0.581,3,2,0.6,1,1,9,15,15,4,0.209,0.349,0.349,0.093,17.749,65,5
0,17,19,8,25,44,0.386,0.568,1,1,0.5,3,3,14,13,14,1,0.318,0.295,0.318,0.023,17.755,66,5
0,16,25,4,20,45,0.356,0.444,3,2,0.6,0,1,19,7,13,3,0.422,0.156,0.289,0.067,17.757,67,5
0,18,26,4,22,48,0.375,0.458,3,2,0.6,2,4,17,9,14,2,0.354,0.188,0.292,0.042,17.759,68,5
0,32,11,1,33,44,0.727,0.75,7,1,0.875,6,2,11,14,12,2,0.25,0.318,0.273,0.045,17.752,69,5
0,16,25,3,19,44,0.364,0.432,4,4,0.5,1,4,14,5,14,1,0.318,0.114,0.318,0.023,17.752,70,5
0,28,15,1,29,44,0.636,0.659,3,0,1,3,0,10,18,9,3,0.227,0.409,0.205,0.068,17.74,71,5
0,21,20,4,25,45,0.467,0.556,3,2,0.6,2,2,13,8,13,1,0.289,0.178,0.289,0.022,17.728,72,5
0,22,21,3,25,46,0.478,0.543,1,1,0.5,6,5,11,11,15,3,0.239,0.239,0.326,0.065,17.73,73,5
0,23,18,5,28,46,0.5,0.609,2,3,0.4,3,2,7,14,17,1,0.152,0.304,0.37,0.022,17.732,74,5
0,20,27,1,21,48,0.417,0.438,1,2,0.333,0,4,14,11,13,2,0.292,0.229,0.271,0.042,17.728,75,5
0,17,24,6,23,47,0.362,0.489,2,2,0.5,0,1,16,9,16,2,0.34,0.191,0.34,0.043,17.727,76,5
0,19,25,3,22,47,0.404,0.468,0,2,0,4,3,17,5,15,4,0.362,0.106,0.319,0.085,17.728,77,5
0,10,33,2,12,45,0.222,0.267,3,1,0.75,1,5,11,6,21,5,0.244,0.133,0.467,0.111,17.736,78,5
0,19,24,4,23,47,0.404,0.489,4,3,0.571,1,4,18,10,10,2,0.383,0.213,0.213,0.043,17.725,79,5
0,20,26,2,22,48,0.417,0.458,5,3,0.625,1,3,12,11,13,1,0.25,0.229,0.271,0.021,17.723,80,5
0,12,28,5,17,45,0.267,0.378,1,1,0.5,1,5,11,7,14,3,0.244,0.156,0.311,0.067,17.714,81,5
0,26,18,1,27,45,0.578,0.6,4,1,0.8,4,5,14,15,9,4,0.311,0.333,0.2,0.089,17.707,82,5
0,19,22,6,25,47,0.404,0.532,1,3,0.25,2,3,11,10,13,2,0.234,0.213,0.277,0.043,17.698,83,5
0,16,26,3,19,45,0.356,0.422,2,3,0.4,2,2,12,8,16,3,0.267,0.178,0.356,0.067,17.701,84,5
0,22,22,1,23,45,0.489,0.511,3,4,0.429,1,1,15,9,17,4,0.333,0.2,0.378,0.089,17.704,85,5
0,14,29,3,17,46,0.304,0.37,2,3,0.4,0,2,12,8,19,8,0.261,0.174,0.413,0.174,17.708,86,5
0,17,25,2,19,44,0.386,0.432,4,3,0.571,2,4,12,7,20,4,0.273,0.159,0.455,0.091,17.711,87,5
