,player_win,player_loss,push,win_push,total_hands,win_pct,win_push_pct,doubles_won,doubles_lost,doubles_won_pct,player_bj,dealer_bj,dealer_ten,dealer_bust,dealer_draw,dealer_21_draw,dealer_ten_pct,dealer_bust_pct,dealer_draw_pct,dealer_21_draw_pct,dealer_avg_hand,num_of_shuffles,shuffle_method
0,24,21,3,27,48,0.5,0.562,2,1,0.667,3,2,13,14,13,3,0.271,0.292,0.271,0.062,17.598,27,15
0,22,20,3,25,45,0.489,0.556,2,2,0.5,0,1,13,12,16,5,0.289,0.267,0.356,0.111,17.606,28,15
0,21,22,3,24,46,0.457,0.522,1,3,0.25,3,2,15,11,9,1,0.326,0.239,0.196,0.022,17.583,29,15
0,24,19,1,25,44,0.545,0.568,3,2,0.6,2,4,11,14,12,2,0.25,0.318,0.273,0.045,17.577,30,15
0,25,18,3,28,46,0.543,0.609,1,3,0.25,4,0,12,17,12,2,0.261,0.37,0.261,0.043,17.555,31,15
0,21,23,3,24,47,0.447,0.511,4,1,0.8,4,2,14,8,16,4,0.298,0.17,0.34,0.085,17.555,32,15
0,21,23,1,22,45,0.467,0.489,0,3,0,3,1,14,12,13,2,0.311,0.267,0.289,0.044,17.549,33,15
0,19,20,5,24,44,0.432,0.545,3,2,0.6,1,0,10,10,14,3,0.227,0.227,0.318,0.068,17.546,34,15
0,27,18,1,28,46,0.587,0.609,4,6,0.4,4,4,11,12,13,3,0.239,0.261,0.283,0.065,17.558,35,15
0,18,27,3,21,48,0.375,0.438,4,7,0.364,2,4,20,9,11,3,0.417,0.188,0.229,0.062,17.557,36,15
0,22,22,2,24,46,0.478,0.522,2,2,0.5,3,2,13,11,8,1,0.283,0.239,0.174,0.022,17.534,37,15
0,18,24,5,23,47,0.383,0.489,2,1,0.667,1,3,19,10,13,2,0.404,0.213,0.277,0.043,17.534,38,15
0,17,23,6,23,46,0.37,0.5,3,3,0.5,2,4,16,8,15,2,0.348,0.174,0.326,0.043,17.55,39,15
0,22,22,3,25,47,0.468,0.532,2,5,0.286,1,1,13,9,16,2,0.277,0.191,0.34,0.043,17.557,40,15
0,15,30,1,16,46,0.326,0.348,4,2,0.667,4,1,16,10,8,2,0.348,0.217,0.174,0.043,17.55,41,15
0,26,16,2,28,44,0.591,0.636,2,1,0.667,0,2,15,19,7,0,0.341,0.432,0.159,0,17.557,42,15
0,20,23,3,23,46,0.435,0.5,1,2,0.333,2,2,7,12,15,2,0.152,0.261,0.326,0.043,17.548,43,15
0,22,22,3,25,47,0.468,0.532,3,2,0.6,3,1,13,10,16,4,0.277,0.213,0.34,0.085,17.536,44,15
0,20,17,9,29,46,0.435,0.63,3,3,0.5,3,1,14,6,15,5,0.304,0.13,0.326,0.109,17.514,45,15
0,20,22,3,23,45,0.444,0.511,2,2,0.5,2,1,10,9,19,3,0.222,0.2,0.422,0.067,17.516,46,15
0,25,20,3,28,48,0.521,0.583,3,1,0.75,3,2,14,10,15,1,0.292,0.208,0.312,0.021,17.498,47,15
0,16,26,5,21,47,0.34,0.447,1,5,0.167,3,1,15,8,15,3,0.319,0.17,0.319,0.064,17.501,48,15
0,19,22,3,22,44,0.432,0.5,5,2,0.714,1,2,11,11,17,5,0.25,0.25,0.386,0.114,17.505,49,15
0,23,17,5,28,45,0.511,0.622,0,0,0,3,2,15,9,14,1,0.333,0.2,0.311,0.022,17.503,50,15
0,18,25,5,23,48,0.375,0.479,1,2,0.333,1,2,15,8,20,9,0.312,0.167,0.417,0.188,17.513,51,15
0,20,21,3,23,44,0.455,0.523,2,1,0.667,3,3,15,10,17,2,0.341,0.227,0.386,0.045,17.513,52,15
0,22,19,3,25,44,0.5,0.568,1,3,0.25,3,1,15,10,14,0,0.341,0.227,0.318,0,17.511,53,15
0,28,16,2,30,46,0.609,0.652,5,5,0.5,4,1,11,17,12,2,0.239,0.37,0.261,0.043,17.514,54,15
0,19,24,3,22,46,0.413,0.478,1,3,0.25,3,3,12,10,15,2,0.261,0.217,0.326,0.043,17.521,55,15
0,24,20,2,26,46,0.522,0.565,3,1,0.75,2,1,15,10,13,1,0.326,0.217,0.283,0.022,17.52,56,15
0,21,21,3,24,45,0.467,0.533,0,2,0,4,1,12,10,15,1,0.267,0.222,0.333,0.022,17.521,57,15
0,21,26,1,22,48,0.438,0.458,6,3,0.667,3,2,10,12,16,6,0.208,0.25,0.333,0.125,17.53,58,15
0,14,27,3,17,44,0.318,0.386,5,3,0.625,1,2,14,7,16,4,0.318,0.159,0.364,0.091,17.53,59,15
0,16,20,6,22,42,0.381,0.524,4,1,0.8,2,1,15,9,15,4,0.357,0.214,0.357,0.095,17.531,60,15
0,18,24,4,22,46,0.391,0.478,2,1,0.667,1,1,12,9,14,4,0.261,0.196,0.304,0.087,17.532,61,15
0,26,15,5,31,46,0.565,0.674,5,1,0.833,2,3,13,13,10,1,0.283,0.283,0.217,0.022,17.537,62,15
0,25,17,3,28,45,0.556,0.622,4,2,0.667,1,1,17,15,12,1,0.378,0.333,0.267,0.022,17.535,63,15
0,22,17,7,29,46,0.478,0.63,3,1,0.75,4,2,11,12,13,3,0.239,0.261,0.283,0.065,17.523,64,15
0,22,21,2,24,45,0.489,0.533,0,2,0,3,2,7,12,15,3,0.156,0.267,0.333,0.067,17.53,65,15
0,18,24,3,21,45,0.4,0.467,4,4,0.5,4,1,16,8,15,6,0.356,0.178,0.333,0.133,17.537,66,15
0,18,23,4,22,45,0.4,0.489,4,2,0.667,4,3,12,5,18,3,0.267,0.111,0.4,0.067,17.526,67,15
0,26,16,6,32,48,0.542,0.667,6,3,0.667,2,0,10,12,11,4,0.208,0.25,0.229,0.083,17.536,68,15
0,19,21,7,26,47,0.404,0.553,2,1,0.667,3,2,14,7,16,4,0.298,0.149,0.34,0.085,17.534,69,15
0,24,19,5,29,48,0.5,0.604,1,4,0.2,1,2,14,10,15,1,0.292,0.208,0.312,0.021,17.526,70,15
0,24,20,0,24,44,0.545,0.545,1,5,0.167,3,1,12,11,11,3,0.273,0.25,0.25,0.068,17.519,71,15
0,26,17,2,28,45,0.578,0.622,5,2,0.714,3,0,14,15,12,1,0.311,0.333,0.267,0.022,17.528,72,15
0,22,24,2,24,48,0.458,0.5,1,2,0.333,3,3,17,9,13,4,0.354,0.188,0.271,0.083,17.527,73,15
0,18,18,9,27,45,0.4,0.6,3,3,0.5,3,1,10,11,14,0,0.222,0.244,0.311,0,17.531,74,15
0,18,18,9,27,45,0.4,0.6,3,3,0.5,4,3,12,7,16,3,0.267,0.156,0.356,0.067,17.536,75,15
0,21,23,1,22,45,0.467,0.489,4,7,0.364,3,3,17,7,12,4,0.378,0.156,0.267,0.089,17.532,76,15
0,18,25,3,21,46,0.391,0.457,2,4,0.333,5,2,18,7,15,2,0.391,0.152,0.326,0.043,17.528,77,15
0,21,20,7,28,48,0.438,0.583,1,3,0.25,2,3,17,13,14,1,0.354,0.271,0.292,0.021,17.529,78,15
0,26,14,5,31,45,0.578,0.689,7,0,1,3,1,13,13,14,6,0.289,0.289,0.311,0.133,17.528,79,15
0,20,21,4,24,45,0.444,0.533,2,2,0.5,3,3,16,12,14,2,0.356,0.267,0.311,0.044,17.526,80,15
0,19,30,1,20,50,0.38,0.4,2,2,0.5,3,1,11,8,15,5,0.22,0.16,0.3,0.1,17.527,81,15
0,22,18,7,29,47,0.468,0.617,3,3,0.5,5,1,13,7,11,4,0.277,0.149,0.234,0.085,17.523,82,15
0,20,17,7,27,44,0.455,0.614,3,0,1,0,4,11,12,14,2,0.25,0.273,0.318,0.045,17.529,83,15
0,19,22,4,23,45,0.422,0.511,3,5,0.375,2,3,17,10,11,2,0.378,0.222,0.244,0.044,17.538,84,15
0,18,21,5,23,44,0.409,0.523,3,1,0.75,3,0,17,7,17,8,0.386,0.159,0.386,0.182,17.538,85,15
0,23,18,3,26,44,0.523,0.591,4,1,0.8,2,0,15,12,10,3,0.341,0.273,0.227,0.068,17.541,86,15
0,20,27,1,21,48,0.417,0.438,2,6,0.25,1,1,10,8,20,3,0.208,0.167,0.417,0.062,17.546,87,15
0,20,23,2,22,45,0.444,0.489,2,1,0.667,3,3,8,12,11,3,0.178,0.267,0.244,0.067,17.537,88,15
0,17,24,3,20,44,0.386,0.455,0,1,0,2,5,16,9,11,2,0.364,0.205,0.25,0.045,17.537,89,15
0,21,19,3,24,43,0.488,0.558,5,6,0.455,0,0,10,13,17,5,0.233,0.302,0.395,0.116,17.543,90,15
0,18,27,5,23,50,0.36,0.46,5,0,1,1,4,10,11,11,0,0.2,0.22,0.22,0,17.544,91,15
0,23,20,4,27,47,0.489,0.574,3,1,0.75,3,3,12,11,15,1,0.255,0.234,0.319,0.021,17.549,92,15
0,20,17,9,29,46,0.435,0.63,0,2,0,3,1,12,5,16,2,0.261,0.109,0.348,0.043,17.545,93,15
0,22,18,6,28,46,0.478,0.609,1,2,0.333,3,2,16,9,15,2,0.348,0.196,0.326,0.043,17.547,94,15
0,17,25,3,20,45,0.378,0.444,4,1,0.8,3,1,12,10,15,4,0.267,0.222,0.333,0.089,17.539,95,15
0,25,15,4,29,44,0.568,0.659,5,1,0.833,2,2,17,15,12,0,0.386,0.341,0.273,0,17.543,96,15
0,19,23,3,22,45,0.422,0.489,3,0,1,3,3,14,7,12,2,0.311,0.156,0.267,0.044,18.062,1,15
0,24,16,5,29,45,0.533,0.644,2,5,0.286,3,1,14,10,14,1,0.311,0.222,0.311,0.022,17.828,2,15
0,14,28,5,19,47,0.298,0.404,1,1,0.5,0,3,14,3,18,1,0.298,0.064,0.383,0.021,17.824,3,15
0,20,20,5,25,45,0.444,0.556,4,2,0.667,0,2,13,12,15,4,0.289,0.267,0.333,0.089,17.961,4,15
0,17,25,2,19,44,0.386,0.432,1,2,0.333,1,3,17,11,11,2,0.386,0.25,0.25,0.045,17.974,5,15
0,19,25,2,21,46,0.413,0.457,2,1,0.667,2,3,17,10,10,1,0.37,0.217,0.217,0.022,17.877,6,15
0,26,16,5,31,47,0.553,0.66,4,0,1,1,1,11,13,15,0,0.234,0.277,0.319,0,17.881,7,15
0,18,21,7,25,46,0.391,0.543,4,2,0.667,3,2,14,9,12,2,0.304,0.196,0.261,0.043,17.78,8,15
0,17,24,5,22,46,0.37,0.478,4,2,0.667,0,2,12,10,17,5,0.261,0.217,0.37,0.109,17.834,9,15
0,17,22,4,21,43,0.395,0.488,4,2,0.667,0,1,16,10,16,3,0.372,0.233,0.372,0.07,17.833,10,15
0,25,19,3,28,47,0.532,0.596,2,2,0.5,2,4,10,14,13,4,0.213,0.298,0.277,0.085,17.833,11,15
0,27,15,2,29,44,0.614,0.659,5,1,0.833,2,1,13,16,10,1,0.295,0.364,0.227,0.023,17.82,12,15
0,20,25,2,22,47,0.426,0.468,3,0,1,1,2,17,10,12,1,0.362,0.213,0.255,0.021,17.829,13,15
0,22,21,4,26,47,0.468,0.553,4,1,0.8,1,4,15,12,12,4,0.319,0.255,0.255,0.085,17.862,14,15
0,22,21,6,28,49,0.449,0.571,1,3,0.25,4,4,11,9,9,1,0.224,0.184,0.184,0.02,17.827,15,15
0,20,25,3,23,48,0.417,0.479,2,2,0.5,2,2,13,11,11,0,0.271,0.229,0.229,0,17.813,16,15
0,16,20,9,25,45,0.356,0.556,2,1,0.667,1,1,17,8,16,4,0.378,0.178,0.356,0.089,17.81,17,15
0,20,22,4,24,46,0.435,0.522,1,0,1,4,0,13,11,13,1,0.283,0.239,0.283,0.022,17.787,18,15
0,20,19,6,26,45,0.444,0.578,3,4,0.429,2,4,15,13,17,6,0.333,0.289,0.378,0.133,17.804,19,15
0,21,24,3,24,48,0.438,0.5,1,2,0.333,2,4,12,14,11,1,0.25,0.292,0.229,0.021,17.806,20,15
0,24,23,3,27,50,0.48,0.54,3,3,0.5,0,3,13,14,12,3,0.26,0.28,0.24,0.06,17.822,21,15
0,21,18,5,26,44,0.477,0.591,5,1,0.833,5,1,8,12,10,2,0.182,0.273,0.227,0.045,17.785,22,15
0,18,23,5,23,46,0.391,0.5,1,3,0.25,1,1,19,9,12,1,0.413,0.196,0.261,0.022,17.769,23,15
0,16,26,2,18,44,0.364,0.409,2,0,1,3,0,18,9,12,0,0.409,0.205,0.273,0,17.78,24,15
0,21,22,4,25,47,0.447,0.532,2,2,0.5,3,1,14,8,11,1,0.298,0.17,0.234,0.021,17.742,25,15
0,17,25,4,21,46,0.37,0.457,2,2,0.5,3,5,11,8,17,5,0.239,0.174,0.37,0.109,17.745,26,15
0,21,21,3,24,45,0.467,0.533,3,1,0.75,1,3,12,11,16,4,0.267,0.244,0.356,0.089,17.761,27,15
0,19,21,6,25,46,0.413,0.543,2,2,0.5,3,3,13,8,14,2,0.283,0.174,0.304,0.043,17.742,28,15
0,18,24,4,22,46,0.391,0.478,2,2,0.5,3,4,15,9,12,2,0.326,0.196,0.261,0.043,17.752,29,15
0,21,18,5,26,44,0.477,0.591,6,0,1,0,2,20,14,11,1,0.455,0.318,0.25,0.023,17.751,30,15
0,18,22,5,23,45,0.4,0.511,2,3,0.4,0,2,16,13,12,1,0.356,0.289,0.267,0.022,17.769,31,15
0,22,20,5,27,47,0.468,0.574,3,3,0.5,4,2,12,10,14,2,0.255,0.213,0.298,0.043,17.776,32,15
0,16,21,7,23,44,0.364,0.523,2,3,0.4,0,1,14,10,14,3,0.318,0.227,0.318,0.068,17.785,33,15
0,13,28,4,17,45,0.289,0.378,4,4,0.5,0,5,13,8,11,1,0.289,0.178,0.244,0.022,17.794,34,15
0,20,22,3,23,45,0.444,0.511,2,3,0.4,1,1,12,11,17,3,0.267,0.244,0.378,0.067,17.799,35,15
0,18,25,4,22,47,0.383,0.468,1,3,0.25,1,1,13,9,16,1,0.277,0.191,0.34,0.021,17.815,36,15
0,21,16,8,29,45,0.467,0.644,3,0,1,5,3,14,10,17,1,0.311,0.222,0.378,0.022,17.788,37,15
0,21,20,5,26,46,0.457,0.565,4,2,0.667,1,1,13,10,16,1,0.283,0.217,0.348,0.022,17.815,38,15
0,15,27,3,18,45,0.333,0.4,2,4,0.333,0,2,20,9,13,6,0.444,0.2,0.289,0.133,17.826,39,15
0,20,22,5,25,47,0.426,0.532,3,3,0.5,3,2,10,7,17,2,0.213,0.149,0.362,0.043,17.816,40,15
0,23,19,2,25,44,0.523,0.568,3,2,0.6,3,4,13,14,10,4,0.295,0.318,0.227,0.091,17.774,41,15
0,17,27,4,21,48,0.354,0.438,8,6,0.571,2,6,8,9,17,4,0.167,0.188,0.354,0.083,17.778,42,15
0,23,19,4,27,46,0.5,0.587,4,2,0.667,4,2,10,13,15,1,0.217,0.283,0.326,0.022,17.761,43,15
0,22,23,1,23,46,0.478,0.5,4,3,0.571,4,1,10,10,15,1,0.217,0.217,0.326,0.022,17.742,44,15
0,22,23,2,24,47,0.468,0.511,3,1,0.75,3,2,14,10,16,1,0.298,0.213,0.34,0.021,17.742,45,15
0,21,23,2,23,46,0.457,0.5,8,3,0.727,2,5,13,8,16,3,0.283,0.174,0.348,0.065,17.744,46,15
0,22,23,1,23,46,0.478,0.5,3,4,0.429,4,2,18,9,13,3,0.391,0.196,0.283,0.065,17.742,47,15
0,19,20,4,23,43,0.442,0.535,1,2,0.333,0,3,11,12,15,3,0.256,0.279,0.349,0.07,17.74,48,15
0,25,19,3,28,47,0.532,0.596,6,3,0.667,0,1,10,14,14,0,0.213,0.298,0.298,0,17.74,49,15
0,18,25,2,20,45,0.4,0.444,2,1,0.667,1,2,11,11,13,3,0.244,0.244,0.289,0.067,17.728,50,15
0,21,20,5,26,46,0.457,0.565,4,1,0.8,1,2,12,12,14,3,0.261,0.261,0.304,0.065,17.743,51,15
0,16,25,4,20,45,0.356,0.444,4,1,0.8,2,2,18,8,15,0,0.4,0.178,0.333,0,17.744,52,15
0,20,20,4,24,44,0.455,0.545,1,2,0.333,1,3,7,13,9,1,0.159,0.295,0.205,0.023,17.74,53,15
0,19,22,5,24,46,0.413,0.522,4,0,1,3,2,11,10,15,2,0.239,0.217,0.326,0.043,17.729,54,15
0,20,18,7,27,45,0.444,0.6,5,1,0.833,1,1,12,15,12,3,0.267,0.333,0.267,0.067,17.725,55,15
0,19,20,5,24,44,0.432,0.545,3,3,0.5,1,1,18,9,9,3,0.409,0.205,0.205,0.068,17.727,56,15
0,21,19,4,25,44,0.477,0.568,1,4,0.2,2,0,12,9,15,3,0.273,0.205,0.341,0.068,17.719,57,15
0,18,25,2,20,45,0.4,0.444,4,2,0.667,3,3,10,7,16,4,0.222,0.156,0.356,0.089,17.697,58,15
0,22,15,7,29,44,0.5,0.659,2,3,0.4,1,3,13,15,11,2,0.295,0.341,0.25,0.045,17.703,59,15
0,25,16,3,28,44,0.568,0.636,2,2,0.5,1,3,13,11,9,3,0.295,0.25,0.205,0.068,17.701,60,15
0,18,22,6,24,46,0.391,0.522,3,1,0.75,3,3,14,3,20,7,0.304,0.065,0.435,0.152,17.69,61,15
0,27,17,3,30,47,0.574,0.638,4,3,0.571,3,1,14,12,14,0,0.298,0.255,0.298,0,17.684,62,15
0,19,22,4,23,45,0.422,0.511,4,3,0.571,0,1,9,12,15,3,0.2,0.267,0.333,0.067,17.687,63,15
0,15,27,4,19,46,0.326,0.413,3,1,0.75,3,2,19,6,14,3,0.413,0.13,0.304,0.065,17.682,64,15
0,18,24,2,20,44,0.409,0.455,2,3,0.4,1,2,12,8,16,2,0.273,0.182,0.364,0.045,17.676,65,15
0,18,20,5,23,43,0.419,0.535,1,3,0.25,1,1,14,8,15,2,0.326,0.186,0.349,0.047,17.683,66,15
0,20,15,10,30,45,0.444,0.667,2,1,0.667,2,1,11,9,18,4,0.244,0.2,0.4,0.089,17.688,67,15
0,25,17,5,30,47,0.532,0.638,4,2,0.667,3,1,17,14,14,3,0.362,0.298,0.298,0.064,17.689,68,15
0,24,18,3,27,45,0.533,0.6,1,1,0.5,4,3,12,11,15,5,0.267,0.244,0.333,0.111,17.681,69,15
0,19,27,3,22,49,0.388,0.449,3,4,0.429,2,2,18,8,14,4,0.367,0.163,0.286,0.082,17.669,70,15
0,17,24,4,21,45,0.378,0.467,1,2,0.333,1,2,6,12,18,5,0.133,0.267,0.4,0.111,17.662,71,15
0,19,23,2,21,44,0.432,0.477,6,3,0.667,1,4,13,11,15,2,0.295,0.25,0.341,0.045,17.667,72,15
0,13,27,4,17,44,0.295,0.386,2,6,0.25,0,2,17,6,14,4,0.386,0.136,0.318,0.091,17.676,73,15
0,21,20,5,26,46,0.457,0.565,2,0,1,3,2,15,9,16,3,0.326,0.196,0.348,0.065,17.674,74,15
0,19,22,5,24,46,0.413,0.522,1,5,0.167,3,2,10,9,18,3,0.217,0.196,0.391,0.065,17.681,75,15
0,22,21,2,24,45,0.489,0.533,2,4,0.333,1,2,13,10,14,1,0.289,0.222,0.311,0.022,17.677,76,15
0,22,22,3,25,47,0.468,0.532,2,2,0.5,2,1,15,10,12,3,0.319,0.213,0.255,0.064,17.679,77,15
0,23,15,7,30,45,0.511,0.667,4,1,0.8,1,1,13,9,15,1,0.289,0.2,0.333,0.022,17.686,78,15
0,20,20,6,26,46,0.435,0.565,1,1,0.5,3,4,13,10,12,2,0.283,0.217,0.261,0.043,17.681,79,15
0,19,20,4,23,43,0.442,0.535,5,1,0.833,0,1,17,7,15,3,0.395,0.163,0.349,0.07,17.688,80,15
0,16,27,2,18,45,0.356,0.4,2,4,0.333,4,2,16,7,13,4,0.356,0.156,0.289,0.089,17.687,81,15
0,18,22,4,22,44,0.409,0.5,1,3,0.25,0,0,14,13,14,6,0.318,0.295,0.318,0.136,17.686,82,15
0,20,24,1,21,45,0.444,0.467,3,1,0.75,3,5,10,11,13,3,0.222,0.244,0.289,0.067,17.678,83,15
0,17,25,4,21,46,0.37,0.457,3,2,0.6,0,5,14,9,19,5,0.304,0.196,0.413,0.109,17.687,84,15
0,24,16,5,29,45,0.533,0.644,1,0,1,2,2,16,10,11,2,0.356,0.222,0.244,0.044,17.687,85,15
0,24,20,3,27,47,0.511,0.574,1,1,0.5,4,2,15,9,15,2,0.319,0.191,0.319,0.043,17.679,86,15
0,24,21,3,27,48,0.5,0.562,7,4,0.636,1,2,13,11,16,4,0.271,0.229,0.333,0.083,17.682,87,15
0,20,22,3,23,45,0.444,0.511,1,1,0.5,4,3,19,10,12,2,0.422,0.222,0.267,0.044,17.683,88,15
0,20,22,3,23,45,0.444,0.511,2,3,0.4,1,4,14,13,15,4,0.311,0.289,0.333,0.089,17.686,89,15
0,15,19,9,24,43,0.349,0.558,3,3,0.5,2,2,18,8,17,3,0.419,0.186,0.395,0.07,17.686,90,15
0,20,19,5,25,44,0.455,0.568,4,2,0.667,2,1,11,10,12,0,0.25,0.227,0.273,0,17.682,91,15
0,17,24,5,22,46,0.37,0.478,2,5,0.286,2,0,11,10,18,4,0.239,0.217,0.391,0.087,17.683,92,15
0,22,17,7,29,46,0.478,0.63,2,1,0.667,6,1,15,9,17,2,0.326,0.196,0.37,0.043,17.674,93,15
0,23,20,2,25,45,0.511,0.556,2,2,0.5,4,2,12,14,13,3,0.267,0.311,0.289,0.067,17.671,94,15
0,18,24,4,22,46,0.391,0.478,1,3,0.25,1,4,13,10,16,4,0.283,0.217,0.348,0.087,17.674,95,15
0,19,23,2,21,44,0.432,0.477,6,1,0.857,1,4,14,13,10,2,0.318,0.295,0.227,0.045,17.676,96,15
0,25,17,5,30,47,0.532,0.638,5,2,0.714,1,3,11,9,22,1,0.234,0.191,0.468,0.021,18,1,15
0,25,15,4,29,44,0.568,0.659,7,1,0.875,3,1,16,12,11,2,0.364,0.273,0.25,0.045,18.226,2,15
0,20,20,3,23,43,0.465,0.535,3,1,0.75,3,2,11,12,15,5,0.256,0.279,0.349,0.116,17.953,3,15
0,20,22,5,25,47,0.426,0.532,5,3,0.625,3,0,10,12,15,4,0.213,0.255,0.319,0.085,17.77,4,15
0,21,22,1,22,44,0.477,0.5,3,2,0.6,4,2,14,12,12,3,0.318,0.273,0.273,0.068,17.679,5,15
0,21,17,7,28,45,0.467,0.622,9,1,0.9,1,1,11,8,18,4,0.244,0.178,0.4,0.089,17.673,6,15
0,11,28,5,16,44,0.25,0.364,0,0,0,1,0,14,7,20,5,0.318,0.159,0.455,0.114,17.734,7,15
0,20,20,5,25,45,0.444,0.556,2,2,0.5,3,4,13,12,15,3,0.289,0.267,0.333,0.067,17.803,8,15
0,18,23,1,19,42,0.429,0.452,3,5,0.375,1,1,12,8,17,4,0.286,0.19,0.405,0.095,17.794,9,15
0,24,20,4,28,48,0.5,0.583,4,4,0.5,7,2,9,6,17,4,0.188,0.125,0.354,0.083,17.753,10,15
0,21,19,4,25,44,0.477,0.568,1,1,0.5,2,2,12,12,12,3,0.273,0.273,0.273,0.068,17.697,11,15
0,19,19,4,23,42,0.452,0.548,2,3,0.4,0,1,17,12,14,6,0.405,0.286,0.333,0.143,17.753,12,15
0,17,25,5,22,47,0.362,0.468,3,2,0.6,3,5,17,11,12,2,0.362,0.234,0.255,0.043,17.73,13,15
0,20,21,4,24,45,0.444,0.533,2,2,0.5,3,2,18,10,13,4,0.4,0.222,0.289,0.089,17.755,14,15
0,18,24,3,21,45,0.4,0.467,4,1,0.8,2,1,16,10,8,5,0.356,0.222,0.178,0.111,17.686,15,15
0,19,20,6,25,45,0.422,0.556,2,1,0.667,2,5,14,9,15,4,0.311,0.2,0.333,0.089,17.684,16,15
0,18,20,6,24,44,0.409,0.545,4,2,0.667,2,1,14,12,12,1,0.318,0.273,0.273,0.023,17.685,17,15
0,23,23,4,27,50,0.46,0.54,4,1,0.8,3,2,19,8,13,2,0.38,0.16,0.26,0.04,17.639,18,15
0,19,23,1,20,43,0.442,0.465,5,2,0.714,0,2,14,14,9,3,0.326,0.326,0.209,0.07,17.586,19,15
0,16,24,7,23,47,0.34,0.489,3,2,0.6,0,3,16,9,16,5,0.34,0.191,0.34,0.106,17.604,20,15
0,17,25,3,20,45,0.378,0.444,1,0,1,1,3,14,8,14,2,0.311,0.178,0.311,0.044,17.629,21,15
0,25,21,0,25,46,0.543,0.543,7,3,0.7,1,3,15,11,10,1,0.326,0.239,0.217,0.022,17.638,22,15
0,21,19,4,25,44,0.477,0.568,5,1,0.833,2,1,12,12,14,4,0.273,0.273,0.318,0.091,17.63,23,15
0,23,22,1,24,46,0.5,0.522,1,2,0.333,4,1,15,13,12,0,0.326,0.283,0.261,0,17.676,24,15
0,21,17,7,28,45,0.467,0.622,6,1,0.857,1,1,7,10,14,3,0.156,0.222,0.311,0.067,17.659,25,15
0,26,21,1,27,48,0.542,0.562,6,2,0.75,3,5,18,12,11,1,0.375,0.25,0.229,0.021,17.645,26,15
0,13,31,7,20,51,0.255,0.392,0,4,0,1,5,16,4,16,1,0.314,0.078,0.314,0.02,17.662,27,15
0,20,21,3,23,44,0.455,0.523,4,1,0.8,3,0,16,12,11,4,0.364,0.273,0.25,0.091,17.625,28,15
0,18,25,1,19,44,0.409,0.432,2,1,0.667,2,1,17,11,11,2,0.386,0.25,0.25,0.045,17.623,29,15
0,25,15,3,28,43,0.581,0.651,4,1,0.8,2,1,9,13,15,3,0.209,0.302,0.349,0.07,17.643,30,15
0,14,30,3,17,47,0.298,0.362,1,7,0.125,1,3,11,7,12,5,0.234,0.149,0.255,0.106,17.613,31,15
0,21,21,1,22,43,0.488,0.512,2,3,0.4,3,3,13,13,10,3,0.302,0.302,0.233,0.07,17.567,32,15
0,15,26,5,20,46,0.326,0.435,5,4,0.556,3,0,18,7,13,3,0.391,0.152,0.283,0.065,17.573,33,15
0,18,24,3,21,45,0.4,0.467,3,1,0.75,2,2,15,10,13,4,0.333,0.222,0.289,0.089,17.579,34,15
0,23,18,3,26,44,0.523,0.591,2,0,1,2,1,10,15,13,1,0.227,0.341,0.295,0.023,17.589,35,15
0,22,20,3,25,45,0.489,0.556,4,1,0.8,5,1,17,12,8,2,0.378,0.267,0.178,0.044,17.577,36,15
0,22,22,2,24,46,0.478,0.522,3,1,0.75,4,2,11,7,15,5,0.239,0.152,0.326,0.109,17.552,37,15
0,21,25,1,22,47,0.447,0.468,3,1,0.75,4,3,17,8,12,4,0.362,0.17,0.255,0.085,17.54,38,15
0,20,22,2,22,44,0.455,0.5,2,1,0.667,2,4,12,10,14,2,0.273,0.227,0.318,0.045,17.535,39,15
0,24,16,4,28,44,0.545,0.636,4,1,0.8,3,2,14,13,11,0,0.318,0.295,0.25,0,17.533,40,15
0,22,21,4,26,47,0.468,0.553,4,3,0.571,3,3,13,11,12,2,0.277,0.234,0.255,0.043,17.509,41,15
0,23,20,3,26,46,0.5,0.565,5,3,0.625,2,0,10,12,12,1,0.217,0.261,0.261,0.022,17.524,42,15
0,27,15,4,31,46,0.587,0.674,4,0,1,5,2,11,12,11,2,0.239,0.261,0.239,0.043,17.508,43,15
0,17,21,7,24,45,0.378,0.533,4,2,0.667,3,4,17,10,14,2,0.378,0.222,0.311,0.044,17.514,44,15
0,19,25,2,21,46,0.413,0.457,5,5,0.5,2,4,19,11,13,5,0.413,0.239,0.283,0.109,17.529,45,15
0,18,24,2,20,44,0.409,0.455,3,2,0.6,2,2,13,10,11,5,0.295,0.227,0.25,0.114,17.509,46,15
0,28,14,8,36,50,0.56,0.72,4,0,1,3,2,12,15,11,0,0.24,0.3,0.22,0,17.499,47,15
0,17,21,5,22,43,0.395,0.512,3,4,0.429,2,2,13,12,11,3,0.302,0.279,0.256,0.07,17.505,48,15
0,22,23,5,27,50,0.44,0.54,6,1,0.857,2,1,12,10,11,1,0.24,0.2,0.22,0.02,17.493,49,15
0,21,16,6,27,43,0.488,0.628,3,1,0.75,1,2,13,14,14,3,0.302,0.326,0.326,0.07,17.5,50,15
0,23,21,1,24,45,0.511,0.533,4,3,0.571,3,0,13,9,12,2,0.289,0.2,0.267,0.044,17.491,51,15
