,player_win,player_loss,push,total_hands,win_pct,win_push,win_push_pct,doubles_won,doubles_lost,doubles_won_pct,player_bj,dealer_bj,dealer_high_card,dealer_low_card,dealer_bust,dealer_draw,dealer_stand,dealer_bust_pct,dealer_draw_pct,dealer_stand_pct,dealer_avg_hand,num_of_shuffles,shuffle_method
0,22,21,5,48,0.458,27,0.562,3,5,0.375,4,2,23,25,12,19,17,0.25,0.396,0.354,18.046,17,riffle_clumpy
0,23,19,5,47,0.489,28,0.596,4,3,0.571,3,0,24,23,15,15,17,0.319,0.319,0.362,18.023,18,riffle_clumpy
0,22,25,2,49,0.449,24,0.49,0,1,0.0,1,3,36,13,12,18,19,0.245,0.367,0.388,18.018,19,riffle_clumpy
0,17,23,6,46,0.37,23,0.5,2,6,0.25,2,0,23,23,11,22,13,0.239,0.478,0.283,18.01,20,riffle_clumpy
0,22,19,4,45,0.489,26,0.578,4,3,0.571,1,3,24,21,16,10,19,0.356,0.222,0.422,18.012,21,riffle_clumpy
0,18,25,4,47,0.383,22,0.468,2,2,0.5,3,2,32,15,12,15,20,0.255,0.319,0.426,18.017,22,riffle_clumpy
0,23,22,3,48,0.479,26,0.542,2,1,0.667,4,1,26,22,14,15,19,0.292,0.312,0.396,18.027,23,riffle_clumpy
0,23,22,0,45,0.511,23,0.511,6,0,1.0,4,2,29,16,12,14,19,0.267,0.311,0.422,18.037,24,riffle_clumpy
0,18,24,4,46,0.391,22,0.478,2,1,0.667,0,1,34,12,13,15,18,0.283,0.326,0.391,18.062,25,riffle_clumpy
0,21,20,3,44,0.477,24,0.545,4,4,0.5,1,3,19,25,14,17,13,0.318,0.386,0.295,18.078,26,riffle_clumpy
0,14,27,5,46,0.304,19,0.413,2,2,0.5,1,1,30,16,9,18,19,0.196,0.391,0.413,18.075,27,riffle_clumpy
0,23,18,6,47,0.489,29,0.617,1,3,0.25,2,1,29,18,10,15,22,0.213,0.319,0.468,18.065,28,riffle_clumpy
0,16,26,8,50,0.32,24,0.48,5,4,0.556,2,2,34,16,12,15,23,0.24,0.3,0.46,18.068,29,riffle_clumpy
0,23,22,4,49,0.469,27,0.551,3,3,0.5,4,2,30,19,9,20,20,0.184,0.408,0.408,18.057,30,riffle_clumpy
0,24,19,3,46,0.522,27,0.587,2,2,0.5,2,1,26,20,14,19,13,0.304,0.413,0.283,18.068,31,riffle_clumpy
0,18,22,5,45,0.4,23,0.511,3,5,0.375,1,1,25,20,15,12,18,0.333,0.267,0.4,18.08,32,riffle_clumpy
0,16,32,2,50,0.32,18,0.36,0,5,0.0,3,5,30,20,8,17,25,0.16,0.34,0.5,18.077,33,riffle_clumpy
0,20,24,3,47,0.426,23,0.489,6,1,0.857,4,1,29,18,11,16,20,0.234,0.34,0.426,18.071,34,riffle_clumpy
0,23,20,5,48,0.479,28,0.583,6,1,0.857,2,1,31,17,13,13,22,0.271,0.271,0.458,18.074,35,riffle_clumpy
0,19,26,1,46,0.413,20,0.435,4,3,0.571,1,1,27,19,10,16,20,0.217,0.348,0.435,18.081,36,riffle_clumpy
0,21,18,6,45,0.467,27,0.6,7,1,0.875,2,3,30,15,10,15,20,0.222,0.333,0.444,18.081,37,riffle_clumpy
0,25,20,5,50,0.5,30,0.6,5,2,0.714,2,4,32,18,17,12,21,0.34,0.24,0.42,18.082,38,riffle_clumpy
0,17,28,4,49,0.347,21,0.429,0,1,0.0,1,2,28,21,11,13,25,0.224,0.265,0.51,18.098,39,riffle_clumpy
0,18,22,8,48,0.375,26,0.542,2,1,0.667,3,6,29,19,9,17,22,0.188,0.354,0.458,18.109,40,riffle_clumpy
0,26,19,1,46,0.565,27,0.587,1,2,0.333,4,3,23,23,17,13,16,0.37,0.283,0.348,18.099,41,riffle_clumpy
0,19,23,4,46,0.413,23,0.5,3,2,0.6,2,3,30,16,15,13,18,0.326,0.283,0.391,18.091,42,riffle_clumpy
0,21,21,3,45,0.467,24,0.533,1,2,0.333,0,2,27,18,16,15,14,0.356,0.333,0.311,18.09,43,riffle_clumpy
0,22,23,0,45,0.489,22,0.489,2,2,0.5,3,1,29,16,13,11,21,0.289,0.244,0.467,18.087,44,riffle_clumpy
0,20,24,2,46,0.435,22,0.478,5,1,0.833,4,3,28,18,11,15,20,0.239,0.326,0.435,18.089,45,riffle_clumpy
0,26,18,1,45,0.578,27,0.6,5,3,0.625,3,1,26,19,17,11,17,0.378,0.244,0.378,18.084,46,riffle_clumpy
0,21,24,2,47,0.447,23,0.489,3,1,0.75,1,4,27,20,13,18,16,0.277,0.383,0.34,18.08,47,riffle_clumpy
0,14,30,2,46,0.304,16,0.348,2,0,1.0,1,6,30,16,9,16,21,0.196,0.348,0.457,18.086,48,riffle_clumpy
0,14,33,3,50,0.28,17,0.34,1,6,0.143,0,7,34,16,9,14,27,0.18,0.28,0.54,18.091,49,riffle_clumpy
0,21,22,3,46,0.457,24,0.522,1,1,0.5,3,1,27,19,10,15,21,0.217,0.326,0.457,18.084,50,riffle_clumpy
0,18,29,1,48,0.375,19,0.396,4,3,0.571,0,5,30,18,12,13,23,0.25,0.271,0.479,18.094,51,riffle_clumpy
0,22,22,2,46,0.478,24,0.522,5,2,0.714,2,4,31,15,16,13,17,0.348,0.283,0.37,18.098,52,riffle_clumpy
0,20,25,3,48,0.417,23,0.479,0,3,0.0,1,2,25,23,12,21,15,0.25,0.438,0.312,18.101,53,riffle_clumpy
0,26,17,3,46,0.565,29,0.63,1,0,1.0,2,0,27,19,18,15,13,0.391,0.326,0.283,18.103,54,riffle_clumpy
0,15,28,3,46,0.326,18,0.391,2,3,0.4,2,3,38,8,9,16,21,0.196,0.348,0.457,18.097,55,riffle_clumpy
0,18,28,2,48,0.375,20,0.417,3,0,1.0,3,1,27,21,10,18,20,0.208,0.375,0.417,18.104,56,riffle_clumpy
0,19,22,5,46,0.413,24,0.522,1,0,1.0,3,2,26,20,12,15,19,0.261,0.326,0.413,18.1,57,riffle_clumpy
0,19,22,5,46,0.413,24,0.522,4,0,1.0,3,1,27,19,11,19,16,0.239,0.413,0.348,18.095,58,riffle_clumpy
0,22,21,5,48,0.458,27,0.562,3,1,0.75,3,4,25,23,12,18,18,0.25,0.375,0.375,18.093,59,riffle_clumpy
0,23,20,3,46,0.5,26,0.565,5,1,0.833,1,2,25,21,15,19,12,0.326,0.413,0.261,18.08,60,riffle_clumpy
0,22,21,2,45,0.489,24,0.533,3,1,0.75,2,2,27,18,14,13,18,0.311,0.289,0.4,18.071,61,riffle_clumpy
0,21,24,1,46,0.457,22,0.478,3,3,0.5,1,2,30,16,12,14,20,0.261,0.304,0.435,18.07,62,riffle_clumpy
0,27,16,5,48,0.562,32,0.667,3,1,0.75,2,1,27,21,18,14,16,0.375,0.292,0.333,18.064,63,riffle_clumpy
0,22,26,1,49,0.449,23,0.469,5,2,0.714,1,2,30,19,10,18,21,0.204,0.367,0.429,18.058,64,riffle_clumpy
0,19,26,3,48,0.396,22,0.458,2,1,0.667,1,4,34,14,16,8,24,0.333,0.167,0.5,18.055,65,riffle_clumpy
0,21,21,3,45,0.467,24,0.533,1,1,0.5,3,0,24,21,14,14,17,0.311,0.311,0.378,18.059,66,riffle_clumpy
0,21,22,5,48,0.438,26,0.542,2,3,0.4,3,1,23,25,12,22,14,0.25,0.458,0.292,18.053,67,riffle_clumpy
0,15,31,6,52,0.288,21,0.404,1,2,0.333,2,3,28,24,9,17,26,0.173,0.327,0.5,18.044,68,riffle_clumpy
0,23,20,3,46,0.5,26,0.565,3,3,0.5,3,2,29,17,9,18,19,0.196,0.391,0.413,18.05,69,riffle_clumpy
0,19,30,3,52,0.365,22,0.423,3,4,0.429,0,3,32,20,14,18,20,0.269,0.346,0.385,18.064,70,riffle_clumpy
0,24,23,4,51,0.471,28,0.549,3,4,0.429,5,2,35,16,16,13,22,0.314,0.255,0.431,18.057,71,riffle_clumpy
0,23,21,3,47,0.489,26,0.553,4,2,0.667,5,1,33,14,9,16,22,0.191,0.34,0.468,18.058,72,riffle_clumpy
0,21,21,4,46,0.457,25,0.543,5,1,0.833,1,1,29,17,8,14,24,0.174,0.304,0.522,18.061,73,riffle_clumpy
0,23,19,4,46,0.5,27,0.587,2,2,0.5,4,1,30,16,12,14,20,0.261,0.304,0.435,18.065,74,riffle_clumpy
0,21,22,7,50,0.42,28,0.56,2,3,0.4,1,1,32,18,11,22,17,0.22,0.44,0.34,18.064,75,riffle_clumpy
0,17,35,3,55,0.309,20,0.364,5,7,0.417,2,5,30,25,11,23,21,0.2,0.418,0.382,18.068,76,riffle_clumpy
0,26,15,5,46,0.565,31,0.674,2,1,0.667,6,2,21,25,17,15,14,0.37,0.326,0.304,18.058,77,riffle_clumpy
0,20,26,1,47,0.426,21,0.447,2,1,0.667,3,5,29,18,15,15,17,0.319,0.319,0.362,18.064,78,riffle_clumpy
0,19,23,4,46,0.413,23,0.5,1,0,1.0,2,2,31,15,11,20,15,0.239,0.435,0.326,18.055,79,riffle_clumpy
0,19,23,5,47,0.404,24,0.511,4,0,1.0,2,2,28,19,14,18,15,0.298,0.383,0.319,18.062,80,riffle_clumpy
0,24,21,3,48,0.5,27,0.562,1,3,0.25,2,1,23,25,13,20,15,0.271,0.417,0.312,18.059,81,riffle_clumpy
0,24,20,3,47,0.511,27,0.574,1,1,0.5,0,2,29,18,14,12,21,0.298,0.255,0.447,18.066,82,riffle_clumpy
0,25,21,3,49,0.51,28,0.571,6,3,0.667,1,2,32,17,15,17,17,0.306,0.347,0.347,18.067,83,riffle_clumpy
0,20,21,5,46,0.435,25,0.543,4,1,0.8,3,3,29,17,9,19,18,0.196,0.413,0.391,18.07,84,riffle_clumpy
0,14,28,5,47,0.298,19,0.404,0,1,0.0,2,3,27,20,10,21,16,0.213,0.447,0.34,18.076,85,riffle_clumpy
0,18,29,3,50,0.36,21,0.42,1,2,0.333,4,5,36,14,11,17,22,0.22,0.34,0.44,18.073,86,riffle_clumpy
0,18,22,5,45,0.4,23,0.511,4,2,0.667,3,2,22,23,14,15,16,0.311,0.333,0.356,18.068,87,riffle_clumpy
0,25,23,0,48,0.521,25,0.521,8,2,0.8,2,3,24,24,14,19,15,0.292,0.396,0.312,18.065,88,riffle_clumpy
0,20,25,2,47,0.426,22,0.468,0,4,0.0,3,2,32,15,11,14,22,0.234,0.298,0.468,18.059,89,riffle_clumpy
0,18,27,3,48,0.375,21,0.438,2,1,0.667,3,2,29,19,6,20,22,0.125,0.417,0.458,18.061,90,riffle_clumpy
0,19,29,1,49,0.388,20,0.408,2,2,0.5,3,2,27,22,13,18,18,0.265,0.367,0.367,18.06,91,riffle_clumpy
0,21,22,3,46,0.457,24,0.522,3,0,1.0,2,2,25,21,13,13,20,0.283,0.283,0.435,18.062,92,riffle_clumpy
0,22,25,3,50,0.44,25,0.5,3,2,0.6,2,4,36,14,10,17,23,0.2,0.34,0.46,18.063,93,riffle_clumpy
0,19,28,3,50,0.38,22,0.44,4,4,0.5,2,4,31,19,10,16,24,0.2,0.32,0.48,18.062,94,riffle_clumpy
0,29,16,5,50,0.58,34,0.68,2,1,0.667,2,2,36,14,17,13,20,0.34,0.26,0.4,18.064,95,riffle_clumpy
0,18,23,5,46,0.391,23,0.5,2,3,0.4,3,3,25,21,14,12,20,0.304,0.261,0.435,18.064,96,riffle_clumpy
0,15,26,5,46,0.326,20,0.435,3,2,0.6,1,3,30,16,10,17,19,0.217,0.37,0.413,18.5,1,riffle_clumpy
0,24,16,5,45,0.533,29,0.644,2,0,1.0,2,1,32,13,16,12,17,0.356,0.267,0.378,18.167,2,riffle_clumpy
0,24,15,5,44,0.545,29,0.659,0,5,0.0,3,0,31,13,14,14,16,0.318,0.318,0.364,18.136,3,riffle_clumpy
0,20,23,3,46,0.435,23,0.5,6,1,0.857,1,3,30,16,11,15,20,0.239,0.326,0.435,18.062,4,riffle_clumpy
0,22,24,2,48,0.458,24,0.5,4,0,1.0,1,3,28,20,15,13,20,0.312,0.271,0.417,18.095,5,riffle_clumpy
0,15,28,4,47,0.319,19,0.404,0,3,0.0,2,4,32,15,6,16,25,0.128,0.34,0.532,18.012,6,riffle_clumpy
0,20,26,1,47,0.426,21,0.447,1,3,0.25,1,4,29,18,9,18,20,0.191,0.383,0.426,18.054,7,riffle_clumpy
0,20,23,6,49,0.408,26,0.531,3,0,1.0,5,4,31,18,8,17,24,0.163,0.347,0.49,17.928,8,riffle_clumpy
0,18,25,3,46,0.391,21,0.457,2,3,0.4,3,0,29,17,10,16,20,0.217,0.348,0.435,17.925,9,riffle_clumpy
0,23,23,1,47,0.489,24,0.511,5,2,0.714,3,2,28,19,9,17,21,0.191,0.362,0.447,17.903,10,riffle_clumpy
0,19,25,5,49,0.388,24,0.49,0,4,0.0,1,1,30,19,13,16,20,0.265,0.327,0.408,17.943,11,riffle_clumpy
0,29,17,2,48,0.604,31,0.646,2,3,0.4,2,0,24,24,12,18,18,0.25,0.375,0.375,17.893,12,riffle_clumpy
0,19,18,7,44,0.432,26,0.591,2,0,1.0,2,3,30,14,10,19,15,0.227,0.432,0.341,17.919,13,riffle_clumpy
0,20,24,2,46,0.435,22,0.478,1,2,0.333,3,1,23,23,13,16,17,0.283,0.348,0.37,17.941,14,riffle_clumpy
0,20,22,5,47,0.426,25,0.532,1,1,0.5,1,2,27,20,10,21,16,0.213,0.447,0.34,17.958,15,riffle_clumpy
0,21,24,2,47,0.447,23,0.489,4,0,1.0,3,2,28,19,14,16,17,0.298,0.34,0.362,17.979,16,riffle_clumpy
0,20,21,5,46,0.435,25,0.543,3,2,0.6,0,1,26,20,15,14,17,0.326,0.304,0.37,18.03,17,riffle_clumpy
0,20,27,2,49,0.408,22,0.449,0,3,0.0,3,0,31,18,13,14,22,0.265,0.286,0.449,18.034,18,riffle_clumpy
0,25,22,4,51,0.49,29,0.569,4,1,0.8,3,2,30,21,17,14,20,0.333,0.275,0.392,18.009,19,riffle_clumpy
0,22,21,3,46,0.478,25,0.543,1,1,0.5,0,1,26,20,14,19,13,0.304,0.413,0.283,18.031,20,riffle_clumpy
0,20,23,5,48,0.417,25,0.521,2,4,0.333,2,1,31,17,12,15,21,0.25,0.312,0.438,18.013,21,riffle_clumpy
0,22,22,2,46,0.478,24,0.522,2,4,0.333,3,0,27,19,10,18,18,0.217,0.391,0.391,17.986,22,riffle_clumpy
0,16,29,3,48,0.333,19,0.396,2,3,0.4,5,1,32,16,7,16,25,0.146,0.333,0.521,17.937,23,riffle_clumpy
0,17,31,1,49,0.347,18,0.367,3,2,0.6,4,4,29,20,7,19,23,0.143,0.388,0.469,17.939,24,riffle_clumpy
0,19,26,0,45,0.422,19,0.422,5,4,0.556,1,4,29,16,14,10,21,0.311,0.222,0.467,17.95,25,riffle_clumpy
0,13,28,4,45,0.289,17,0.378,3,4,0.429,1,3,30,15,9,19,17,0.2,0.422,0.378,17.966,26,riffle_clumpy
0,22,20,5,47,0.468,27,0.574,4,0,1.0,5,1,27,20,12,19,16,0.255,0.404,0.34,17.953,27,riffle_clumpy
0,20,23,3,46,0.435,23,0.5,2,1,0.667,2,1,25,21,14,17,15,0.304,0.37,0.326,17.967,28,riffle_clumpy
0,18,23,5,46,0.391,23,0.5,5,3,0.625,1,3,30,16,9,18,19,0.196,0.391,0.413,17.987,29,riffle_clumpy
0,22,24,2,48,0.458,24,0.5,4,2,0.667,2,0,23,25,13,21,14,0.271,0.438,0.292,17.989,30,riffle_clumpy
0,24,15,7,46,0.522,31,0.674,5,2,0.714,3,2,27,19,14,15,17,0.304,0.326,0.37,17.99,31,riffle_clumpy
0,23,17,4,44,0.523,27,0.614,5,2,0.714,0,1,23,21,16,14,14,0.364,0.318,0.318,17.999,32,riffle_clumpy
0,24,20,3,47,0.511,27,0.574,5,2,0.714,4,2,24,23,18,13,16,0.383,0.277,0.34,17.994,33,riffle_clumpy
0,21,20,5,46,0.457,26,0.565,5,3,0.625,5,5,27,19,14,13,19,0.304,0.283,0.413,17.996,34,riffle_clumpy
0,15,32,4,51,0.294,19,0.373,0,3,0.0,1,5,33,18,10,14,27,0.196,0.275,0.529,18.016,35,riffle_clumpy
0,15,28,1,44,0.341,16,0.364,2,3,0.4,1,1,27,17,12,14,18,0.273,0.318,0.409,18.037,36,riffle_clumpy
0,24,23,3,50,0.48,27,0.54,1,1,0.5,1,4,24,26,17,16,17,0.34,0.32,0.34,18.023,37,riffle_clumpy
0,18,25,5,48,0.375,23,0.479,6,0,1.0,2,3,36,12,7,16,25,0.146,0.333,0.521,18.021,38,riffle_clumpy
0,24,19,2,45,0.533,26,0.578,5,2,0.714,1,0,28,17,17,17,11,0.378,0.378,0.244,18.017,39,riffle_clumpy
0,20,23,2,45,0.444,22,0.489,7,2,0.778,1,1,27,18,14,13,18,0.311,0.289,0.4,18.019,40,riffle_clumpy
0,25,19,3,47,0.532,28,0.596,5,2,0.714,4,2,26,21,18,14,15,0.383,0.298,0.319,18.029,41,riffle_clumpy
0,19,26,5,50,0.38,24,0.48,4,2,0.667,3,1,29,21,11,19,20,0.22,0.38,0.4,18.025,42,riffle_clumpy
0,17,23,5,45,0.378,22,0.489,4,2,0.667,1,2,29,16,12,13,20,0.267,0.289,0.444,18.029,43,riffle_clumpy
0,15,27,4,46,0.326,19,0.413,4,2,0.667,2,2,28,18,9,18,19,0.196,0.391,0.413,18.024,44,riffle_clumpy
0,18,30,1,49,0.367,19,0.388,3,0,1.0,4,3,31,18,9,17,23,0.184,0.347,0.469,18.021,45,riffle_clumpy
0,20,25,1,46,0.435,21,0.457,4,0,1.0,3,2,31,15,12,13,21,0.261,0.283,0.457,18.032,46,riffle_clumpy
0,25,19,2,46,0.543,27,0.587,2,2,0.5,2,2,28,18,20,12,14,0.435,0.261,0.304,18.034,47,riffle_clumpy
0,18,24,3,45,0.4,21,0.467,3,3,0.5,2,1,26,19,15,17,13,0.333,0.378,0.289,18.039,48,riffle_clumpy
0,15,29,4,48,0.312,19,0.396,1,3,0.25,3,1,33,15,8,14,26,0.167,0.292,0.542,18.053,49,riffle_clumpy
0,25,20,3,48,0.521,28,0.583,6,2,0.75,2,3,28,20,16,14,18,0.333,0.292,0.375,18.057,50,riffle_clumpy
0,22,25,1,48,0.458,23,0.479,2,3,0.4,4,2,34,14,13,17,18,0.271,0.354,0.375,18.053,51,riffle_clumpy
0,21,21,5,47,0.447,26,0.553,4,1,0.8,0,2,27,20,14,18,15,0.298,0.383,0.319,18.048,52,riffle_clumpy
0,17,26,3,46,0.37,20,0.435,6,4,0.6,2,3,30,16,9,18,19,0.196,0.391,0.413,18.038,53,riffle_clumpy
0,15,26,4,45,0.333,19,0.422,2,1,0.667,2,2,29,16,9,17,19,0.2,0.378,0.422,18.046,54,riffle_clumpy
0,19,21,6,46,0.413,25,0.543,3,3,0.5,2,2,30,16,11,19,16,0.239,0.413,0.348,18.055,55,riffle_clumpy
0,22,18,8,48,0.458,30,0.625,4,0,1.0,0,2,32,16,15,12,21,0.312,0.25,0.438,18.061,56,riffle_clumpy
0,21,23,2,46,0.457,23,0.5,4,2,0.667,0,3,24,22,15,18,13,0.326,0.391,0.283,18.072,57,riffle_clumpy
0,16,26,3,45,0.356,19,0.422,2,1,0.667,0,2,26,19,11,18,16,0.244,0.4,0.356,18.072,58,riffle_clumpy
0,22,26,1,49,0.449,23,0.469,4,1,0.8,3,1,28,21,14,14,21,0.286,0.286,0.429,18.067,59,riffle_clumpy
0,22,22,5,49,0.449,27,0.551,3,1,0.75,1,3,25,24,14,16,19,0.286,0.327,0.388,18.076,60,riffle_clumpy
0,24,18,4,46,0.522,28,0.609,4,3,0.571,2,1,26,20,12,16,18,0.261,0.348,0.391,18.071,61,riffle_clumpy
0,19,26,4,49,0.388,23,0.469,2,3,0.4,3,2,26,23,14,15,20,0.286,0.306,0.408,18.074,62,riffle_clumpy
0,21,18,7,46,0.457,28,0.609,2,3,0.4,3,2,28,18,14,16,16,0.304,0.348,0.348,18.071,63,riffle_clumpy
0,15,33,2,50,0.3,17,0.34,5,1,0.833,1,3,24,26,11,19,20,0.22,0.38,0.4,18.078,64,riffle_clumpy
0,18,25,4,47,0.383,22,0.468,2,2,0.5,4,2,28,19,7,21,19,0.149,0.447,0.404,18.064,65,riffle_clumpy
0,19,23,3,45,0.422,22,0.489,4,3,0.571,2,0,24,21,12,20,13,0.267,0.444,0.289,18.068,66,riffle_clumpy
0,20,26,1,47,0.426,21,0.447,3,3,0.5,3,2,32,15,11,13,23,0.234,0.277,0.489,18.062,67,riffle_clumpy
0,27,18,2,47,0.574,29,0.617,3,1,0.75,3,4,28,19,16,17,14,0.34,0.362,0.298,18.059,68,riffle_clumpy
0,22,22,3,47,0.468,25,0.532,2,0,1.0,5,3,31,16,12,14,21,0.255,0.298,0.447,18.05,69,riffle_clumpy
0,21,20,5,46,0.457,26,0.565,7,2,0.778,4,3,29,17,10,15,21,0.217,0.326,0.457,18.048,70,riffle_clumpy
0,18,25,3,46,0.391,21,0.457,1,1,0.5,2,5,32,14,10,15,21,0.217,0.326,0.457,18.043,71,riffle_clumpy
0,24,19,3,46,0.522,27,0.587,2,2,0.5,4,0,26,20,14,17,15,0.304,0.37,0.326,18.046,72,riffle_clumpy
0,15,34,1,50,0.3,16,0.32,2,5,0.286,0,1,29,21,10,22,18,0.2,0.44,0.36,18.051,73,riffle_clumpy
0,15,28,7,50,0.3,22,0.44,3,4,0.429,2,1,31,19,10,24,16,0.2,0.48,0.32,18.057,74,riffle_clumpy
0,22,24,1,47,0.468,23,0.489,5,1,0.833,2,1,30,17,15,13,19,0.319,0.277,0.404,18.058,75,riffle_clumpy
0,27,19,2,48,0.562,29,0.604,4,2,0.667,2,2,29,19,20,18,10,0.417,0.375,0.208,18.061,76,riffle_clumpy
0,22,23,1,46,0.478,23,0.5,1,2,0.333,3,2,33,13,14,11,21,0.304,0.239,0.457,18.06,77,riffle_clumpy
0,20,22,3,45,0.444,23,0.511,5,4,0.556,3,1,27,18,11,14,20,0.244,0.311,0.444,18.065,78,riffle_clumpy
0,23,23,4,50,0.46,27,0.54,5,3,0.625,2,0,29,21,12,20,18,0.24,0.4,0.36,18.064,79,riffle_clumpy
0,12,34,2,48,0.25,14,0.292,2,2,0.5,1,5,30,18,9,16,23,0.188,0.333,0.479,18.062,80,riffle_clumpy
0,18,24,5,47,0.383,23,0.489,1,4,0.2,2,3,29,18,12,15,20,0.255,0.319,0.426,18.062,81,riffle_clumpy
0,19,28,2,49,0.388,21,0.429,0,5,0.0,4,0,25,24,11,16,22,0.224,0.327,0.449,18.063,82,riffle_clumpy
0,24,23,1,48,0.5,25,0.521,7,2,0.778,0,0,28,20,18,15,15,0.375,0.312,0.312,18.064,83,riffle_clumpy
0,26,20,1,47,0.553,27,0.574,4,1,0.8,2,3,28,19,13,21,13,0.277,0.447,0.277,18.074,84,riffle_clumpy
0,18,28,1,47,0.383,19,0.404,4,6,0.4,1,4,29,18,14,19,14,0.298,0.404,0.298,18.073,85,riffle_clumpy
0,18,27,1,46,0.391,19,0.413,5,1,0.833,0,1,33,13,13,16,17,0.283,0.348,0.37,18.075,86,riffle_clumpy
0,23,20,3,46,0.5,26,0.565,4,2,0.667,3,0,23,23,13,19,14,0.283,0.413,0.304,18.076,87,riffle_clumpy
0,23,24,1,48,0.479,24,0.5,1,1,0.5,6,3,30,18,12,14,22,0.25,0.292,0.458,18.068,88,riffle_clumpy
0,16,25,4,45,0.356,20,0.444,3,4,0.429,0,0,28,17,11,18,16,0.244,0.4,0.356,18.075,89,riffle_clumpy
0,22,25,2,49,0.449,24,0.49,4,1,0.8,1,1,29,20,8,21,20,0.163,0.429,0.408,18.079,90,riffle_clumpy
0,19,21,6,46,0.413,25,0.543,6,1,0.857,2,2,26,20,12,19,15,0.261,0.413,0.326,18.085,91,riffle_clumpy
0,15,31,2,48,0.312,17,0.354,1,6,0.143,3,2,27,21,4,22,22,0.083,0.458,0.458,18.075,92,riffle_clumpy
0,18,28,0,46,0.391,18,0.391,4,3,0.571,2,1,34,12,12,12,22,0.261,0.261,0.478,18.07,93,riffle_clumpy
0,21,21,3,45,0.467,24,0.533,2,3,0.4,1,2,31,14,14,12,19,0.311,0.267,0.422,18.075,94,riffle_clumpy
0,22,21,3,46,0.478,25,0.543,2,2,0.5,2,0,30,16,15,12,19,0.326,0.261,0.413,18.074,95,riffle_clumpy
0,16,28,2,46,0.348,18,0.391,1,3,0.25,0,5,28,18,12,18,16,0.261,0.391,0.348,18.08,96,riffle_clumpy
0,18,25,4,47,0.383,22,0.468,1,2,0.333,1,2,27,20,6,21,20,0.128,0.447,0.426,18.471,1,riffle_clumpy
0,18,22,6,46,0.391,24,0.522,2,3,0.4,1,5,30,16,13,10,23,0.283,0.217,0.5,18.339,2,riffle_clumpy
0,21,23,3,47,0.447,24,0.511,4,1,0.8,4,2,33,14,14,15,18,0.298,0.319,0.383,18.182,3,riffle_clumpy
0,21,21,4,46,0.457,25,0.543,3,2,0.6,2,1,27,19,12,16,18,0.261,0.348,0.391,18.179,4,riffle_clumpy
0,25,24,3,52,0.481,28,0.538,5,6,0.455,3,1,28,24,14,18,20,0.269,0.346,0.385,18.167,5,riffle_clumpy
0,17,24,6,47,0.362,23,0.489,2,1,0.667,1,3,27,20,10,19,18,0.213,0.404,0.383,18.109,6,riffle_clumpy
0,20,25,6,51,0.392,26,0.51,2,0,1.0,3,2,28,23,12,14,25,0.235,0.275,0.49,18.051,7,riffle_clumpy
0,21,23,4,48,0.438,25,0.521,3,2,0.6,3,4,31,17,8,18,22,0.167,0.375,0.458,18.078,8,riffle_clumpy
0,20,23,4,47,0.426,24,0.511,2,1,0.667,3,3,31,16,9,16,22,0.191,0.34,0.468,18.043,9,riffle_clumpy
0,22,19,4,45,0.489,26,0.578,5,3,0.625,1,1,25,20,14,18,13,0.311,0.4,0.289,18.02,10,riffle_clumpy
0,22,21,3,46,0.478,25,0.543,5,0,1.0,2,2,22,24,19,14,13,0.413,0.304,0.283,18.028,11,riffle_clumpy
0,21,25,0,46,0.457,21,0.457,4,4,0.5,2,6,29,17,9,16,21,0.196,0.348,0.457,18.042,12,riffle_clumpy
0,13,34,2,49,0.265,15,0.306,0,3,0.0,2,3,35,14,7,17,25,0.143,0.347,0.51,18.056,13,riffle_clumpy
0,17,27,3,47,0.362,20,0.426,2,2,0.5,0,1,27,20,9,18,20,0.191,0.383,0.426,18.066,14,riffle_clumpy
0,19,25,2,46,0.413,21,0.457,5,1,0.833,1,3,33,13,11,14,21,0.239,0.304,0.457,18.092,15,riffle_clumpy
0,19,21,5,45,0.422,24,0.533,2,2,0.5,3,2,25,20,12,17,16,0.267,0.378,0.356,18.093,16,riffle_clumpy
0,20,27,2,49,0.408,22,0.449,1,1,0.5,3,4,30,19,13,15,21,0.265,0.306,0.429,18.078,17,riffle_clumpy
0,19,22,4,45,0.422,23,0.511,4,2,0.667,2,0,23,22,15,11,19,0.333,0.244,0.422,18.069,18,riffle_clumpy
0,20,24,3,47,0.426,23,0.489,7,3,0.7,2,4,30,17,14,12,21,0.298,0.255,0.447,18.065,19,riffle_clumpy
0,22,24,4,50,0.44,26,0.52,3,2,0.6,4,3,32,18,10,14,26,0.2,0.28,0.52,18.057,20,riffle_clumpy
0,18,24,4,46,0.391,22,0.478,3,2,0.6,5,4,22,24,11,15,20,0.239,0.326,0.435,18.017,21,riffle_clumpy
0,16,30,3,49,0.327,19,0.388,1,2,0.333,6,3,34,15,5,20,24,0.102,0.408,0.49,18.005,22,riffle_clumpy
0,20,24,3,47,0.426,23,0.489,3,2,0.6,2,2,32,15,10,15,22,0.213,0.319,0.468,17.986,23,riffle_clumpy
0,23,22,2,47,0.489,25,0.532,4,2,0.667,4,2,26,21,10,20,17,0.213,0.426,0.362,17.974,24,riffle_clumpy
